EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 26-05-2025
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 RR   : precipitation amount in 0.1 mm
23-27 Q_RR : Quality code for RR (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station SWITZERLAND, SAENTIS (STAID: 243).
Blended and updated with sources: 100755 906680 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   RR, Q_RR
100755,19020527,    0,    0
100755,19020528,    0,    0
100755,19020529,    0,    0
100755,19020530,    0,    0
100755,19020531,    0,    0
100755,19020601,    0,    0
100755,19020602,    0,    0
100755,19020603,    7,    0
100755,19020604,  111,    0
100755,19020605,   39,    0
100755,19020606,   24,    0
100755,19020607,   78,    0
100755,19020608,  160,    0
100755,19020609,   38,    0
100755,19020610,   34,    0
100755,19020611,    3,    0
100755,19020612,   41,    0
100755,19020613,  227,    0
100755,19020614,  134,    0
100755,19020615,  126,    0
100755,19020616,   37,    0
100755,19020617,   96,    0
100755,19020618,  249,    0
100755,19020619,    0,    0
100755,19020620,  387,    0
100755,19020621,  502,    0
100755,19020622,    8,    0
100755,19020623,    2,    0
100755,19020624,   84,    0
100755,19020625,    0,    0
100755,19020626,    0,    0
100755,19020627,    0,    0
100755,19020628,    0,    0
100755,19020629,    0,    0
100755,19020630,    0,    0
100755,19020701,  256,    0
100755,19020702,  210,    0
100755,19020703,    0,    0
100755,19020704,    0,    0
100755,19020705,    0,    0
100755,19020706,    0,    0
100755,19020707,    0,    0
100755,19020708,    2,    0
100755,19020709,    9,    0
100755,19020710,  231,    0
100755,19020711,   38,    0
100755,19020712,    0,    0
100755,19020713,    0,    0
100755,19020714,    0,    0
100755,19020715,   11,    0
100755,19020716,    1,    0
100755,19020717,  191,    0
100755,19020718,  294,    0
100755,19020719,  294,    0
100755,19020720,  150,    0
100755,19020721,  302,    0
100755,19020722,   18,    0
100755,19020723,    2,    0
100755,19020724,  152,    0
100755,19020725,    0,    0
100755,19020726,    0,    0
100755,19020727,  178,    0
100755,19020728,    2,    0
100755,19020729,    0,    0
100755,19020730,    0,    0
100755,19020731,   42,    0
100755,19020801,  131,    0
100755,19020802,  295,    0
100755,19020803,   99,    0
100755,19020804,    0,    0
100755,19020805,   23,    0
100755,19020806,    2,    0
100755,19020807,   22,    0
100755,19020808,  354,    0
100755,19020809,    2,    0
100755,19020810,   20,    0
100755,19020811,  420,    0
100755,19020812,  242,    0
100755,19020813,  247,    0
100755,19020814,   26,    0
100755,19020815,    3,    0
100755,19020816,   99,    0
100755,19020817,  100,    0
100755,19020818,    0,    0
100755,19020819,   22,    0
100755,19020820,  209,    0
100755,19020821,   84,    0
100755,19020822,    0,    0
100755,19020823,    0,    0
100755,19020824,    0,    0
100755,19020825,   18,    0
100755,19020826,    0,    0
100755,19020827,    0,    0
100755,19020828,   10,    0
100755,19020829,    0,    0
100755,19020830,  112,    0
100755,19020831,    3,    0
100755,19020901,  311,    0
100755,19020902,    0,    0
100755,19020903,    0,    0
100755,19020904,    2,    0
100755,19020905,  273,    0
100755,19020906,  261,    0
100755,19020907,    0,    0
100755,19020908,    0,    0
100755,19020909,    0,    0
100755,19020910,  190,    0
100755,19020911,  166,    0
100755,19020912,  142,    0
100755,19020913,  210,    0
100755,19020914,    1,    0
100755,19020915,    0,    0
100755,19020916,    0,    0
100755,19020917,  157,    0
100755,19020918,    0,    0
100755,19020919,    0,    0
100755,19020920,    0,    0
100755,19020921,    0,    0
100755,19020922,    0,    0
100755,19020923,    5,    0
100755,19020924,   77,    0
100755,19020925,    5,    0
100755,19020926,    0,    0
100755,19020927,    2,    0
100755,19020928,   40,    0
100755,19020929,    0,    0
100755,19020930,    0,    0
100755,19021001,   24,    0
100755,19021002,   53,    0
100755,19021003,    0,    0
100755,19021004,    0,    0
100755,19021005,   36,    0
100755,19021006,  158,    0
100755,19021007,   40,    0
100755,19021008,    9,    0
100755,19021009,    0,    0
100755,19021010,    0,    0
100755,19021011,  307,    0
100755,19021012,   81,    0
100755,19021013,    0,    0
100755,19021014,  446,    0
100755,19021015,    2,    0
100755,19021016,  155,    0
100755,19021017,  386,    0
100755,19021018,  166,    0
100755,19021019,  145,    0
100755,19021020,  109,    0
100755,19021021,  257,    0
100755,19021022,  134,    0
100755,19021023,   65,    0
100755,19021024,    0,    0
100755,19021025,    0,    0
100755,19021026,    0,    0
100755,19021027,   44,    0
100755,19021028,   44,    0
100755,19021029,    0,    0
100755,19021030,    0,    0
100755,19021031,    0,    0
100755,19021101,    0,    0
100755,19021102,    0,    0
100755,19021103,    0,    0
100755,19021104,    0,    0
100755,19021105,    0,    0
100755,19021106,    0,    0
100755,19021107,    0,    0
100755,19021108,    0,    0
100755,19021109,  115,    0
100755,19021110,    0,    0
100755,19021111,    0,    0
100755,19021112,    0,    0
100755,19021113,    0,    0
100755,19021114,    0,    0
100755,19021115,    0,    0
100755,19021116,    0,    0
100755,19021117,    0,    0
100755,19021118,    0,    0
100755,19021119,    3,    0
100755,19021120,    2,    0
100755,19021121,    0,    0
100755,19021122,    0,    0
100755,19021123,    0,    0
100755,19021124,   43,    0
100755,19021125,  138,    0
100755,19021126,  196,    0
100755,19021127,    2,    0
100755,19021128,    1,    0
100755,19021129,    0,    0
100755,19021130,    3,    0
100755,19021201,   49,    0
100755,19021202,  284,    0
100755,19021203,  126,    0
100755,19021204,   20,    0
100755,19021205,    0,    0
100755,19021206,    2,    0
100755,19021207,    1,    0
100755,19021208,    0,    0
100755,19021209,    0,    0
100755,19021210,    0,    0
100755,19021211,    0,    0
100755,19021212,    0,    0
100755,19021213,    0,    0
100755,19021214,    0,    0
100755,19021215,  105,    0
100755,19021216,  152,    0
100755,19021217,  784,    0
100755,19021218,  782,    0
100755,19021219,  160,    0
100755,19021220,  406,    0
100755,19021221,  218,    0
100755,19021222,    0,    0
100755,19021223,    0,    0
100755,19021224,    0,    0
100755,19021225,   12,    0
100755,19021226,  236,    0
100755,19021227,    7,    0
100755,19021228,    7,    0
100755,19021229,    0,    0
100755,19021230,  137,    0
100755,19021231,   29,    0
100755,19030101,   14,    0
100755,19030102,  101,    0
100755,19030103,  391,    0
100755,19030104,  271,    0
100755,19030105,   80,    0
100755,19030106,    0,    0
100755,19030107,    0,    0
100755,19030108,    0,    0
100755,19030109,    0,    0
100755,19030110,    2,    0
100755,19030111,  107,    0
100755,19030112,    9,    0
100755,19030113,    0,    0
100755,19030114,    0,    0
100755,19030115,    0,    0
100755,19030116,    0,    0
100755,19030117,    0,    0
100755,19030118,    0,    0
100755,19030119,    0,    0
100755,19030120,    0,    0
100755,19030121,    0,    0
100755,19030122,    0,    0
100755,19030123,   54,    0
100755,19030124,    0,    0
100755,19030125,    7,    0
100755,19030126,    0,    0
100755,19030127,    0,    0
100755,19030128,   31,    0
100755,19030129,    0,    0
100755,19030130,    0,    0
100755,19030131,    0,    0
100755,19030201,  104,    0
100755,19030202,   44,    0
100755,19030203,    6,    0
100755,19030204,    0,    0
100755,19030205,    0,    0
100755,19030206,    0,    0
100755,19030207,    7,    0
100755,19030208,   13,    0
100755,19030209,  364,    0
100755,19030210,    0,    0
100755,19030211,    0,    0
100755,19030212,   50,    0
100755,19030213,    0,    0
100755,19030214,   92,    0
100755,19030215,  312,    0
100755,19030216,   29,    0
100755,19030217,    0,    0
100755,19030218,    0,    0
100755,19030219,    0,    0
100755,19030220,    0,    0
100755,19030221,    0,    0
100755,19030222,    3,    0
100755,19030223,  148,    0
100755,19030224,   12,    0
100755,19030225,    0,    0
100755,19030226,    8,    0
100755,19030227,    0,    0
100755,19030228,   86,    0
100755,19030301,   11,    0
100755,19030302,    7,    0
100755,19030303,  159,    0
100755,19030304,   21,    0
100755,19030305,    6,    0
100755,19030306,  171,    0
100755,19030307,    0,    0
100755,19030308,   14,    0
